Program Digit,Zip_Code_Addr_CAD,,0
F,14622,February,1.0
M,33606,September,1.0
M,33606,October,1.0
F,76227,January,4.0
S,14802,May,1.0
F,92111,January,1.0
F,19135,March,3.0
F,19135,September,1.0
F,29577,November,2.0
M,60659,June,1.0
M,60659,July,1.0
M,60659,August,6.0
M,46123,September,1.0
M,46123,October,1.0
F,14009,January,5.0
F,14009,February,4.0
F,14009,March,4.0
F,14009,April,3.0
F,14009,May,1.0
F,14009,August,1.0
F,14009,September,1.0
F,14009,November,2.0
F,33755,September,2.0
F,33755,October,1.0
M,0,March,1.0
M,0,April,1.0
F,1844,February,4.0
P,12210,June,1.0
P,12210,July,2.0
F,77042,November,1.0
P,32209,April,3.0
F,23517,November,1.0
F,37354,November,4.0
F,94541,February,1.0
F,14130,November,4.0
F,11210,July,1.0
P,82718,August,1.0
P,82718,September,1.0
F,32211,November,3.0
F,14741,March,2.0
F,704,March,2.0
F,21211,September,4.0
F,13204,January,1.0
F,13204,April,9.0
F,13204,May,1.0
F,13204,June,9.0
F,13204,July,8.0
M,33065,March,1.0
M,33065,April,1.0
F,23505,May,1.0
F,72029,July,1.0
M,19601,February,1.0
M,19601,June,5.0
F,85755,March,1.0
F,85755,April,1.0
M,35235,April,1.0
F,83815,March,5.0
F,13206,April,1.0
F,13206,June,5.0
F,14526,January,1.0
F,14526,February,1.0
F,14904,May,1.0
F,14904,August,1.0
P,14715,July,1.0
P,14715,August,1.0
M,13425,August,1.0
P,14000,January,2.0
P,14000,February,4.0
P,14000,August,3.0
M,45042,May,3.0
M,20908,October,3.0
M,14485,January,1.0
M,14485,February,1.0
M,14485,March,1.0
M,14485,April,1.0
M,14485,May,1.0
F,8332,September,1.0
F,10037,January,1.0
M,677,September,1.0
M,28359,February,1.0
F,89128,August,2.0
F,89128,September,2.0
F,77478,April,1.0
F,77478,May,1.0
F,84321,July,1.0
M,41649,September,1.0
M,41649,October,1.0
F,11421,March,1.0
F,11421,April,1.0
F,78727,February,1.0
F,29512,February,1.0
F,29303,September,1.0
S,21061,January,1.0
S,21061,February,1.0
S,21061,March,1.0
S,21061,April,1.0
S,21061,May,1.0
S,21061,June,1.0
S,21061,July,1.0
S,21061,August,1.0
S,21061,September,1.0
M,89122,September,1.0
F,32953,June,1.0
F,95370,April,1.0
M,718,July,1.0
F,44109,March,1.0
F,44109,April,1.0
F,18848,August,6.0
F,18848,September,6.0
M,30311,May,1.0
M,30311,June,1.0
M,736,August,1.0
M,736,September,1.0
M,14564,October,1.0
M,19805,September,1.0
F,80031,March,1.0
F,61832,August,1.0
P,33610,September,5.0
F,16915,April,1.0
F,16915,May,1.0
F,16915,July,2.0
F,33777,September,1.0
F,12839,March,3.0
F,12839,April,3.0
F,30274,January,2.0
F,30274,February,2.0
M,11204,September,4.0
F,85363,April,1.0
F,23225,September,3.0
M,35005,April,1.0
S,28079,January,2.0
S,28079,February,2.0
S,28079,March,2.0
S,28079,April,2.0
F,14619,February,1.0
M,95503,June,1.0
F,36608,August,1.0
F,36608,September,1.0
F,10475,January,1.0
F,10475,February,1.0
F,10475,March,1.0
F,10475,April,1.0
F,10475,May,1.0
F,10475,June,1.0
F,10475,July,1.0
F,10475,August,1.0
F,10475,September,1.0
F,20110,April,3.0
F,32818,June,1.0
X,14001,June,1.0
P,10451,March,5.0
F,14735,September,4.0
F,14735,October,4.0
F,14735,November,4.0
F,28027,January,2.0
F,28027,February,2.0
F,28027,June,3.0
F,28027,July,8.0
M,10467,August,2.0
M,49203,October,1.0
M,13815,January,2.0
M,13815,February,1.0
M,13815,April,1.0
M,13815,May,1.0
M,13815,June,1.0
M,13815,July,1.0
M,13815,August,1.0
M,13815,September,1.0
F,43812,January,1.0
F,65793,June,1.0
F,17701,January,1.0
M,38474,November,1.0
F,80902,January,4.0
F,15650,January,1.0
F,15650,February,1.0
X,14080,March,1.0
X,14080,April,1.0
F,11550,September,1.0
M,13027,October,1.0
M,31903,January,5.0
P,13204,January,4.0
P,13204,June,8.0
P,13204,July,8.0
F,10457,May,1.0
F,40218,July,2.0
F,63146,July,4.0
M,32725,January,1.0
P,12411,January,8.0
P,12411,February,8.0
P,12411,March,8.0
F,29388,March,1.0
F,78723,January,1.0
S,46016,January,1.0
S,46016,February,1.0
S,46016,March,1.0
F,17585,June,3.0
F,68510,May,3.0
F,68510,July,3.0
M,12589,January,1.0
M,12589,February,1.0
M,12589,March,1.0
M,12589,April,1.0
M,12589,May,1.0
M,12589,June,1.0
F,33573,February,1.0
M,29730,September,1.0
M,29730,October,1.0
F,30458,May,5.0
M,10011,January,1.0
M,10011,February,1.0
M,10011,March,1.0
M,10011,April,1.0
M,10011,May,1.0
M,10011,June,1.0
M,10011,July,1.0
M,10011,August,1.0
F,14733,September,1.0
P,13502,May,1.0
F,94133,August,1.0
F,28374,May,1.0
F,10451,July,1.0
F,10451,August,1.0
F,13037,October,4.0
F,33706,June,1.0
M,11763,January,1.0
M,11763,February,1.0
F,17603,July,2.0
F,28215,January,1.0
F,28215,October,2.0
F,14615,February,1.0
F,14615,July,4.0
F,14615,August,1.0
F,14580,April,2.0
F,14580,May,2.0
F,54409,January,1.0
M,15236,April,1.0
M,85378,September,1.0
M,85378,October,1.0
F,77077,October,6.0
M,14467,May,1.0
M,14467,June,1.0
M,14467,July,2.0
M,14467,August,1.0
M,12202,June,1.0
F,99223,March,1.0
M,32304,July,1.0
M,11420,June,1.0
F,1108,October,3.0
F,1108,November,5.0
F,12110,February,4.0
F,12110,May,2.0
F,12110,June,1.0
F,12110,July,1.0
S,14433,January,7.0
S,14433,February,7.0
S,14433,March,7.0
S,14433,April,7.0
F,33461,February,1.0
F,15147,March,1.0
F,15147,April,1.0
F,85053,January,4.0
F,32759,May,2.0
F,92020,August,5.0
M,18505,August,1.0
F,14802,September,1.0
F,14802,October,1.0
M,73521,September,3.0
F,33703,May,1.0
M,21286,March,3.0
M,44111,March,6.0
F,782,January,1.0
F,782,October,2.0
F,782,November,2.0
F,38018,September,1.0
P,52342,April,3.0
F,32514,August,2.0
M,28269,February,5.0
M,28269,March,1.0
M,28269,April,1.0
F,15210,October,1.0
F,10462,June,1.0
F,10462,September,3.0
F,21222,February,3.0
F,48224,January,4.0
M,20121,April,1.0
F,32035,January,4.0
F,30339,January,1.0
F,30339,February,1.0
M,33860,August,1.0
M,33860,September,1.0
M,98153,October,6.0
P,78213,March,1.0
M,79109,August,1.0
M,79109,September,1.0
F,55106,September,3.0
F,12078,May,1.0
F,10128,May,1.0
M,32514,May,1.0
S,46327,January,2.0
S,46327,February,2.0
S,46327,March,2.0
S,46327,April,2.0
S,46327,May,2.0
S,46327,June,2.0
S,46327,July,2.0
S,46327,August,2.0
S,46327,September,2.0
M,27104,October,1.0
F,606,May,1.0
M,12175,October,1.0
M,976,July,1.0
M,976,September,2.0
M,30094,June,1.0
M,76115,June,1.0
P,12983,January,1.0
P,12983,February,1.0
P,12983,March,1.0
F,14626,February,1.0
F,14626,September,4.0
F,14626,November,1.0
M,13476,September,1.0
M,44011,September,5.0
M,795,October,1.0
F,33625,July,6.0
F,33625,August,2.0
F,33625,September,2.0
M,19148,May,1.0
M,19148,June,1.0
F,28226,March,2.0
F,28226,May,1.0
F,16743,February,1.0
M,33189,March,2.0
F,767,February,4.0
F,767,March,4.0
F,767,April,1.0
P,29556,April,1.0
P,29556,May,1.0
F,14063,January,1.0
F,14063,February,1.0
F,14063,May,1.0
F,14063,June,3.0
F,14063,July,1.0
F,14063,September,1.0
M,11233,April,1.0
M,11233,September,1.0
M,11233,October,1.0
F,80910,May,1.0
F,80910,June,1.0
P,10428,April,2.0
F,43004,November,4.0
M,89052,July,1.0
F,14755,January,1.0
F,14755,February,2.0
F,14755,March,1.0
F,14755,April,1.0
F,14755,May,1.0
F,14755,June,2.0
F,14755,July,1.0
F,14755,August,1.0
F,19140,January,1.0
F,19140,July,3.0
M,10956,March,1.0
M,10956,April,1.0
P,14788,January,2.0
P,14788,February,2.0
P,14788,March,2.0
P,14788,April,2.0
P,14788,May,2.0
P,14788,June,3.0
P,14788,July,1.0
P,14788,August,1.0
P,14788,September,1.0
F,28037,August,1.0
F,14618,August,1.0
M,11040,January,1.0
M,11040,February,1.0
M,11040,March,1.0
F,33603,February,2.0
M,24743,June,1.0
F,89119,May,1.0
F,85204,October,1.0
F,85204,November,1.0
P,14620,January,1.0
F,43613,July,2.0
F,43613,August,2.0
M,89169,July,1.0
F,34758,October,4.0
F,34758,November,4.0
M,19440,March,2.0
M,19440,April,2.0
F,10027,March,3.0
F,10027,April,3.0
X,14220,November,4.0
M,10036,January,1.0
M,10036,February,1.0
F,12986,April,1.0
F,12986,May,1.0
S,19148,January,1.0
S,19148,February,1.0
S,19148,March,1.0
S,19148,April,1.0
S,19148,May,1.0
M,13421,February,1.0
M,13421,March,1.0
M,13421,April,1.0
M,13421,May,1.0
M,13421,June,1.0
M,13421,July,1.0
M,13421,August,1.0
M,13214,January,1.0
M,13214,February,1.0
M,13214,March,1.0
M,13214,April,1.0
M,13214,May,1.0
M,13214,June,1.0
F,14424,February,1.0
F,14424,March,3.0
F,43204,March,3.0
M,45320,September,1.0
M,45320,October,1.0
M,53048,April,1.0
M,53048,May,1.0
M,32713,September,2.0
M,32713,October,1.0
F,32822,August,4.0
P,14621,July,5.0
P,14621,August,5.0
P,14621,October,4.0
M,12184,January,1.0
M,12184,February,1.0
M,12184,March,1.0
F,14551,September,2.0
F,78230,July,1.0
M,33635,May,1.0
M,33635,June,1.0
F,29588,January,1.0
P,8069,November,5.0
F,14837,May,1.0
F,14837,June,1.0
F,85305,September,2.0
F,14605,March,1.0
M,34473,March,1.0
M,34473,April,1.0
P,28215,June,6.0
P,14012,July,1.0
P,14012,August,1.0
F,11782,July,2.0
F,11782,August,2.0
M,33572,September,1.0
M,33572,October,1.0
M,33572,November,1.0
F,71913,August,1.0
F,71913,September,1.0
P,29681,September,1.0
P,29681,October,1.0
M,34208,July,1.0
M,34208,August,1.0
M,97527,September,1.0
F,15206,January,1.0
F,15206,August,1.0
F,29693,March,1.0
M,6702,February,1.0
F,34608,March,1.0
F,34608,April,1.0
S,10035,January,2.0
S,10035,February,2.0
P,16511,January,4.0
F,60148,May,1.0
F,21740,November,1.0
F,99016,October,1.0
M,17557,January,1.0
M,17557,February,1.0
M,612,February,2.0
M,612,July,3.0
F,56267,October,1.0
M,43907,October,1.0
F,14611,January,5.0
F,14611,May,2.0
F,14611,June,2.0
F,14611,August,3.0
F,14611,November,1.0
S,77338,January,1.0
S,77338,February,1.0
S,77338,March,1.0
S,77338,April,1.0
S,77338,May,1.0
S,77338,June,1.0
S,77338,July,1.0
S,77338,August,1.0
S,77338,September,1.0
S,77338,October,1.0
S,77338,November,1.0
F,5401,July,2.0
F,5401,September,1.0
F,29053,February,4.0
F,29053,March,4.0
F,29605,August,3.0
F,29605,September,3.0
F,19601,February,1.0
F,19601,June,1.0
M,10940,July,1.0
M,10940,August,1.0
F,44143,April,2.0
F,44143,May,3.0
F,44143,November,1.0
F,10303,October,1.0
F,11208,March,1.0
F,11208,May,5.0
F,11208,June,5.0
F,11208,July,7.0
F,11208,August,1.0
M,33605,August,1.0
M,33605,September,1.0
F,6653,February,1.0
F,6653,March,1.0
F,40211,May,1.0
F,40211,June,1.0
F,32224,April,1.0
F,95060,February,2.0
M,40272,August,1.0
F,35806,August,7.0
F,60301,October,1.0
F,10522,February,1.0
F,10522,March,1.0
F,17602,March,1.0
F,17602,April,1.0
P,14280,May,3.0
P,34746,March,7.0
M,13478,September,1.0
M,985,February,1.0
M,985,November,2.0
M,13039,January,1.0
M,13039,February,1.0
M,13039,March,1.0
M,13039,April,1.0
M,13039,May,1.0
M,13039,June,1.0
M,13039,July,1.0
F,11207,September,1.0
P,21740,May,3.0
M,28901,May,1.0
F,16505,February,2.0
P,30066,January,4.0
F,1824,February,3.0
P,33801,May,2.0
F,33772,March,1.0
M,77518,September,1.0
M,77518,October,1.0
F,772,May,3.0
F,772,October,1.0
S,19015,January,3.0
S,19015,February,3.0
S,19015,March,3.0
S,19015,April,3.0
S,19015,May,3.0
S,19015,June,3.0
S,19015,July,3.0
S,19015,August,3.0
S,19015,September,3.0
M,11413,June,1.0
M,11413,July,1.0
S,30228,June,5.0
S,30228,July,5.0
S,30228,August,5.0
S,30228,September,5.0
F,11422,May,1.0
F,22802,July,2.0
F,22802,August,2.0
F,76574,July,2.0
M,40214,June,1.0
F,33157,February,3.0
F,33157,March,3.0
M,14622,February,1.0
F,729,April,3.0
F,729,September,3.0
F,11787,November,1.0
F,33218,March,1.0
M,19977,March,3.0
F,778,February,1.0
F,778,March,1.0
H,14200,January,2.0
F,33647,May,6.0
F,33647,June,6.0
P,33065,October,3.0
F,33773,January,1.0
M,98144,June,1.0
F,55912,August,2.0
F,676,May,1.0
F,99517,November,5.0
F,34472,January,3.0
P,85748,March,2.0
M,35203,November,1.0
M,28025,September,1.0
M,28025,October,1.0
M,32547,June,1.0
F,11423,March,2.0
F,11423,April,2.0
F,32940,October,1.0
P,13662,August,4.0
P,13662,September,4.0
P,13662,October,4.0
F,23831,March,4.0
F,34713,September,4.0
M,36322,January,2.0
M,11355,August,1.0
M,11939,May,2.0
P,66102,November,2.0
M,6451,March,3.0
F,73521,August,2.0
F,2721,May,3.0
F,2721,June,3.0
F,976,January,1.0
F,976,April,1.0
F,976,May,1.0
F,976,August,2.0
P,75051,July,1.0
M,89084,March,2.0
P,43219,September,1.0
F,738,April,2.0
S,14813,August,1.0
F,24017,March,1.0
F,34741,May,1.0
F,34741,June,1.0
F,34741,August,1.0
F,34741,September,1.0
P,17603,March,3.0
P,17603,October,4.0
F,20121,March,2.0
F,20121,April,2.0
M,48044,May,3.0
M,34219,May,1.0
M,34219,June,1.0
P,14042,January,3.0
P,14042,February,3.0
P,14042,March,3.0
P,14042,April,3.0
P,14042,May,3.0
P,987,June,6.0
F,75228,January,3.0
P,33594,April,3.0
M,37217,January,1.0
F,30022,January,1.0
P,14719,July,1.0
F,92502,June,1.0
F,92502,July,1.0
F,12401,May,1.0
F,8060,May,2.0
M,33594,June,1.0
F,32825,February,2.0
F,32825,March,2.0
F,32825,October,1.0
M,46373,April,1.0
M,46373,May,2.0
M,46373,June,1.0
M,65804,September,1.0
M,14126,January,1.0
M,14126,February,1.0
M,14126,March,1.0
M,14126,April,1.0
M,14126,May,1.0
M,14126,June,1.0
M,14126,July,2.0
M,14126,August,2.0
M,14126,September,1.0
M,10457,January,1.0
M,10457,February,1.0
M,10457,March,1.0
M,10457,April,1.0
M,10457,August,1.0
M,46970,August,1.0
M,46970,September,1.0
M,32084,February,1.0
M,17111,May,1.0
M,15147,April,1.0
F,14569,January,1.0
F,14569,April,1.0
F,14569,May,1.0
F,14569,June,1.0
P,714,January,1.0
P,714,February,1.0
P,714,March,1.0
P,714,April,1.0
P,714,May,1.0
P,714,June,1.0
P,714,July,1.0
P,714,August,1.0
P,714,September,1.0
F,75081,February,1.0
F,86406,October,2.0
F,14870,June,1.0
F,14870,July,1.0
F,14710,January,2.0
F,14710,May,3.0
F,14710,June,3.0
P,1020,March,1.0
P,14138,October,4.0
F,37871,February,1.0
M,21804,June,3.0
F,92028,August,1.0
F,30346,January,1.0
M,21222,January,1.0
M,33209,August,1.0
M,33209,September,1.0
M,14769,April,2.0
M,14769,May,2.0
M,14769,June,1.0
M,34667,February,3.0
M,34667,May,1.0
M,34667,July,1.0
M,13210,May,1.0
M,13210,June,1.0
M,13210,July,1.0
M,13210,September,1.0
M,13210,October,1.0
F,11236,July,1.0
M,77099,May,1.0
P,45044,September,4.0
P,14172,October,1.0
F,85901,September,3.0
M,14609,January,2.0
M,14609,February,2.0
M,14609,March,2.0
M,14609,April,3.0
M,14609,May,3.0
M,14609,June,3.0
M,14609,July,3.0
M,14609,August,2.0
M,14609,September,3.0
M,14609,October,2.0
M,76234,June,1.0
M,13202,January,1.0
M,13202,February,1.0
M,13202,March,1.0
M,13202,April,1.0
M,13202,May,1.0
M,14850,January,1.0
M,14850,February,1.0
M,14850,March,1.0
M,14850,October,1.0
F,29072,March,1.0
F,29072,April,1.0
F,30214,August,1.0
F,28212,July,1.0
F,14719,April,3.0
F,14719,June,4.0
M,28306,September,1.0
P,30033,June,2.0
P,30033,July,2.0
M,14822,January,1.0
M,14822,February,1.0
M,14822,March,1.0
M,14822,April,1.0
M,14822,May,1.0
M,14822,June,1.0
M,14822,July,1.0
M,14822,August,1.0
M,14822,September,1.0
M,14822,October,1.0
F,43605,March,1.0
F,43605,April,1.0
M,33703,May,1.0
M,21130,March,1.0
M,21130,April,1.0
M,21130,May,2.0
F,98155,August,6.0
F,16920,August,1.0
F,48044,May,4.0
F,92139,April,2.0
F,14591,September,1.0
F,37217,February,1.0
F,30238,August,2.0
M,33702,January,1.0
F,77006,May,1.0
F,77006,June,2.0
F,14167,April,1.0
F,55116,June,1.0
F,55116,July,1.0
F,32808,February,4.0
F,13676,August,1.0
S,29520,January,2.0
S,29520,February,2.0
S,29520,March,2.0
S,29520,April,2.0
S,29520,May,2.0
S,29520,June,2.0
F,27850,September,1.0
F,18505,August,1.0
F,18505,September,1.0
F,89031,November,4.0
S,14711,March,1.0
S,14711,April,1.0
S,14711,May,1.0
S,14711,June,1.0
S,14711,July,1.0
F,1001,November,5.0
F,14843,February,2.0
F,14843,March,1.0
F,14843,April,1.0
M,27405,July,3.0
M,39503,January,1.0
F,33904,April,4.0
F,33904,May,4.0
F,33306,July,2.0
M,11111,March,2.0
P,14071,September,2.0
P,14071,October,2.0
F,85021,April,5.0
M,17233,April,1.0
M,17233,May,1.0
F,6457,November,6.0
F,723,January,1.0
F,723,April,1.0
M,28301,May,1.0
M,28301,June,1.0
M,28301,September,2.0
F,12550,October,1.0
M,87110,October,2.0
F,28302,September,2.0
F,34491,August,1.0
F,34491,September,1.0
F,45246,September,3.0
M,89115,July,1.0
M,6457,November,6.0
M,18831,March,1.0
M,18831,April,2.0
S,32966,May,1.0
M,32909,September,1.0
F,37086,July,1.0
M,773,March,1.0
M,773,April,1.0
M,11210,January,1.0
M,11210,February,1.0
P,28217,January,1.0
P,28217,February,1.0
P,28217,March,1.0
P,28217,April,1.0
P,28217,May,1.0
P,28217,June,1.0
P,28217,July,1.0
P,28217,August,1.0
P,28217,September,1.0
P,28217,October,1.0
P,28217,November,1.0
M,34112,June,1.0
F,780,May,1.0
M,33029,July,1.0
M,33029,August,1.0
F,32811,April,3.0
F,32811,November,1.0
M,35150,March,1.0
M,35150,September,1.0
M,35150,October,1.0
M,54405,May,1.0
F,14716,February,1.0
F,14716,March,2.0
F,603,August,1.0
F,603,September,1.0
F,36775,May,1.0
M,50320,April,1.0
F,17340,January,1.0
F,33612,November,1.0
F,32209,April,3.0
M,10605,June,1.0
F,29115,March,1.0
P,6053,March,4.0
M,11202,August,1.0
M,11202,September,1.0
M,11202,October,1.0
M,28080,November,1.0
F,28144,August,1.0
F,63017,July,1.0
F,33702,January,1.0
S,28206,August,3.0
S,28206,September,3.0
M,56387,March,2.0
M,56387,April,2.0
F,15370,September,1.0
F,15370,October,2.0
F,17601,May,2.0
M,44278,September,1.0
M,44278,October,1.0
F,33606,November,1.0
F,85029,April,4.0
F,85029,May,4.0
F,62703,April,9.0
M,14802,April,1.0
M,18403,May,1.0
F,75050,January,1.0
F,75050,February,1.0
F,80228,January,4.0
M,94086,October,2.0
F,28208,May,3.0
F,28208,July,1.0
P,76118,February,1.0
F,11213,November,2.0
M,27406,March,1.0
M,34211,June,1.0
F,14511,September,1.0
F,34747,April,3.0
M,40207,September,1.0
M,34736,August,1.0
M,34736,September,1.0
F,34221,May,4.0
F,34221,October,2.0
M,48210,September,2.0
M,30083,July,5.0
M,30083,August,5.0
M,30083,September,5.0
M,19135,November,1.0
M,34222,July,1.0
M,16323,November,1.0
F,983,April,2.0
F,983,May,2.0
F,2301,March,1.0
F,53210,September,2.0
F,8518,March,1.0
F,8518,April,1.0
M,29203,July,1.0
P,1013,July,3.0
M,43203,January,3.0
M,43203,May,1.0
M,19147,January,1.0
M,35044,September,1.0
F,33771,March,1.0
F,13601,June,1.0
F,13601,July,2.0
F,13601,August,1.0
P,5081,August,3.0
M,91316,September,1.0
F,89048,September,4.0
M,48911,April,1.0
S,14411,January,5.0
S,14411,February,5.0
S,14411,March,5.0
S,14411,April,5.0
S,14411,May,5.0
P,11741,March,1.0
F,14244,February,1.0
F,55901,October,1.0
F,55901,November,5.0
F,14720,September,3.0
M,30513,March,1.0
M,30513,April,1.0
M,30513,May,1.0
F,43062,April,2.0
F,43062,May,2.0
M,23435,May,1.0
M,27409,February,1.0
M,10462,July,2.0
F,92836,July,2.0
M,14509,January,1.0
M,14509,February,1.0
M,14509,March,1.0
M,14509,April,1.0
M,14509,May,1.0
M,14509,June,1.0
M,10013,January,1.0
M,10013,February,1.0
M,10013,April,1.0
M,10013,May,1.0
F,12189,May,1.0
F,12189,August,1.0
M,40698,October,1.0
M,55454,April,1.0
M,55454,May,1.0
S,14606,August,4.0
S,14606,September,4.0
S,14606,October,4.0
S,14606,November,4.0
S,13642,January,3.0
S,13642,February,3.0
F,22968,August,1.0
F,80905,July,3.0
F,80905,August,3.0
F,77445,June,1.0
M,20011,October,1.0
F,27103,August,1.0
F,27103,September,1.0
P,14613,June,1.0
M,6100,May,1.0
M,33991,November,1.0
M,33950,March,1.0
M,33950,April,1.0
M,33950,May,1.0
P,14608,June,1.0
P,14608,July,1.0
M,31406,September,1.0
M,31406,October,3.0
F,76002,August,10.0
M,1886,September,2.0
F,17517,March,1.0
F,17517,April,1.0
F,30273,July,1.0
P,13210,August,13.0
P,13210,September,5.0
M,43062,February,1.0
M,43062,March,1.0
M,43062,April,1.0
M,43062,May,1.0
F,97002,September,1.0
M,47446,September,1.0
M,47446,October,1.0
F,33756,August,2.0
F,42718,August,2.0
F,42718,September,2.0
F,14286,January,1.0
M,14572,August,1.0
F,38128,May,1.0
F,33313,March,4.0
F,33313,April,4.0
F,33313,September,1.0
F,79938,May,3.0
P,14757,August,1.0
P,14757,September,1.0
F,98226,January,1.0
F,14272,January,1.0
F,14272,February,1.0
F,14272,March,1.0
F,14272,April,1.0
F,14272,May,1.0
F,14272,June,1.0
F,14272,July,1.0
F,14272,August,1.0
F,14272,September,1.0
F,19950,August,1.0
M,94568,May,1.0
M,94568,June,1.0
M,44030,November,1.0
M,4543,September,1.0
F,14041,September,4.0
F,14041,October,4.0
F,78254,June,1.0
P,95129,June,8.0
X,14201,April,4.0
X,14201,May,4.0
X,14201,June,4.0
F,23453,May,3.0
F,13421,February,1.0
F,13421,June,1.0
F,11670,June,3.0
M,33613,April,1.0
M,46208,June,1.0
P,14131,January,3.0
P,14131,February,4.0
P,14131,March,4.0
P,14131,April,3.0
P,14131,May,3.0
P,14131,June,3.0
P,14131,July,3.0
P,14131,August,3.0
P,14131,September,3.0
P,14131,October,3.0
P,14131,November,3.0
M,37179,September,1.0
M,19133,March,1.0
F,64151,July,2.0
F,64151,August,2.0
F,30040,January,2.0
F,5081,August,3.0
F,5081,September,2.0
M,12305,June,1.0
M,23602,February,1.0
S,14530,January,4.0
S,14530,February,4.0
S,14530,March,1.0
S,14530,April,1.0
S,14530,May,1.0
M,12446,April,1.0
M,97209,August,1.0
M,97209,September,1.0
S,78108,January,3.0
S,78108,February,3.0
S,78108,March,3.0
S,78108,April,3.0
P,28208,January,1.0
M,85031,July,1.0
F,12095,October,3.0
F,12095,November,3.0
F,12524,August,1.0
F,16501,January,1.0
F,16501,February,1.0
F,16501,May,1.0
F,16501,June,1.0
F,16501,September,1.0
M,33710,February,1.0
M,19382,January,4.0
M,14729,January,1.0
M,14729,February,1.0
M,14729,March,1.0
M,14729,April,1.0
M,14729,May,1.0
M,14729,June,1.0
M,14729,July,1.0
M,14729,August,1.0
M,14729,September,1.0
F,6705,February,3.0
